MonitoringLocationName,MonitoringLocationID,ActivityType,ActivityMediaName,ActivityStartDate,CharacteristicName,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType
Lake Huron,14,Field Msr/Obs,Surface Water,2024-08-27,"Temperature, water",,21,deg C,Actual
Lake Ontario,59,Field Msr/Obs,Surface Water,2022-04-24,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,59,Field Msr/Obs,Surface Water,2023-04-15,"Temperature, water",,5,deg C,Actual
Lake Erie,960,Field Msr/Obs,Surface Water,2022-08-18,"Temperature, water",,24,deg C,Actual
Lake Erie,960,Field Msr/Obs,Surface Water,2023-05-17,"Temperature, water",,10,deg C,Actual
Lake Erie,960,Field Msr/Obs,Surface Water,2024-08-16,"Temperature, water",,24,deg C,Actual
Lake Superior,137,Field Msr/Obs,Surface Water,2024-09-21,"Temperature, water",,17.5,deg C,Actual
Lake Superior,137,Field Msr/Obs,Surface Water,2024-06-14,"Temperature, water",,8,deg C,Actual
Lake Erie,945,Field Msr/Obs,Surface Water,2022-08-17,"Temperature, water",,23,deg C,Actual
Lake Erie,945,Field Msr/Obs,Surface Water,2023-05-10,"Temperature, water",,8.4,deg C,Actual
Lake Erie,945,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,22,deg C,Actual
Lake Erie,1163,Field Msr/Obs,Surface Water,2023-05-16,"Temperature, water",,17,deg C,Actual
Lake Erie,1163,Field Msr/Obs,Surface Water,2024-08-14,"Temperature, water",,24,deg C,Actual
Lake Huron,8,Field Msr/Obs,Surface Water,2022-05-31,"Temperature, water",,11.5,deg C,Actual
Lake Huron,8,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,21.5,deg C,Actual
Lake Huron,8,Field Msr/Obs,Surface Water,2024-08-26,"Temperature, water",,22,deg C,Actual
Lake Huron,29,Field Msr/Obs,Surface Water,2022-06-07,"Temperature, water",,4,deg C,Actual
Lake Huron,29,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20,deg C,Actual
Lake Huron,29,Field Msr/Obs,Surface Water,2024-08-29,"Temperature, water",,20.5,deg C,Actual
Lake Ontario,31,Field Msr/Obs,Surface Water,2022-04-21,"Temperature, water",,5,deg C,Actual
Lake Ontario,31,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,6,deg C,Actual
Lake Erie,932,Field Msr/Obs,Surface Water,2022-08-15,"Temperature, water",,23.8,deg C,Actual
Lake Erie,932,Field Msr/Obs,Surface Water,2023-05-08,"Temperature, water",,9,deg C,Actual
Lake Erie,932,Field Msr/Obs,Surface Water,2024-08-12,"Temperature, water",,24,deg C,Actual
Lake Huron,42,Field Msr/Obs,Surface Water,2022-09-18,"Temperature, water",,19.5,deg C,Actual
Lake Huron,42,Field Msr/Obs,Surface Water,2024-09-07,"Temperature, water",,18,deg C,Actual
Lake Erie,1237,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,24,deg C,Actual
Lake Erie,1237,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,9,deg C,Actual
Lake Erie,1237,Field Msr/Obs,Surface Water,2024-08-20,"Temperature, water",,22.7,deg C,Actual
Lake Superior,192,Field Msr/Obs,Surface Water,2024-06-11,"Temperature, water",,11,deg C,Actual
Lake Superior,192,Field Msr/Obs,Surface Water,2024-09-17,"Temperature, water",,18.5,deg C,Actual
Lake Superior,125,Field Msr/Obs,Surface Water,2024-09-16,"Temperature, water",,18,deg C,Actual
Lake Superior,125,Field Msr/Obs,Surface Water,2024-06-11,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,73,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,3.9,deg C,Actual
Lake Ontario,73,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,5.5,deg C,Actual
Lake Ontario,918,Field Msr/Obs,Surface Water,2022-04-27,"Temperature, water",,9,deg C,Actual
Lake Ontario,918,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,8.5,deg C,Actual
Lake Huron,95,Field Msr/Obs,Surface Water,2022-06-01,"Temperature, water",,16,deg C,Actual
Lake Huron,95,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,20.5,deg C,Actual
Lake Huron,95,Field Msr/Obs,Surface Water,2024-08-27,"Temperature, water",,22,deg C,Actual
Lake Superior,51,Field Msr/Obs,Surface Water,2024-09-14,"Temperature, water",,18,deg C,Actual
Lake Superior,51,Field Msr/Obs,Surface Water,2024-06-09,"Temperature, water",,8,deg C,Actual
Lake Huron,10,Field Msr/Obs,Surface Water,2022-09-21,"Temperature, water",,21,deg C,Actual
Lake Huron,10,Field Msr/Obs,Surface Water,2024-08-28,"Temperature, water",,21.5,deg C,Actual
Lake Ontario,78,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,78,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,4.5,deg C,Actual
Lake Erie,951,Field Msr/Obs,Surface Water,2022-08-17,"Temperature, water",,23,deg C,Actual
Lake Erie,951,Field Msr/Obs,Surface Water,2023-05-12,"Temperature, water",,11,deg C,Actual
Lake Erie,969,Field Msr/Obs,Surface Water,2022-08-19,"Temperature, water",,25.5,deg C,Actual
Lake Erie,969,Field Msr/Obs,Surface Water,2024-08-14,"Temperature, water",,24,deg C,Actual
Lake Ontario,94,Field Msr/Obs,Surface Water,2022-04-24,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,94,Field Msr/Obs,Surface Water,2023-04-15,"Temperature, water",,5.5,deg C,Actual
Lake Erie,948,Field Msr/Obs,Surface Water,2022-08-17,"Temperature, water",,24,deg C,Actual
Lake Erie,948,Field Msr/Obs,Surface Water,2023-05-11,"Temperature, water",,10,deg C,Actual
Lake Erie,948,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,23,deg C,Actual
Georgian Bay,36,Field Msr/Obs,Surface Water,2022-09-14,"Temperature, water",,19,deg C,Actual
Georgian Bay,36,Field Msr/Obs,Surface Water,2024-09-07,"Temperature, water",,17,deg C,Actual
Lake Huron,100,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,21.5,deg C,Actual
Lake Huron,100,Field Msr/Obs,Surface Water,2022-06-01,"Temperature, water",,19,deg C,Actual
Lake Huron,100,Field Msr/Obs,Surface Water,2024-08-27,"Temperature, water",,23,deg C,Actual
Lake Huron,27,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,20.1,deg C,Actual
Lake Huron,27,Field Msr/Obs,Surface Water,2024-09-03,"Temperature, water",,20,deg C,Actual
Lake Erie,449,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,23,deg C,Actual
Lake Erie,449,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,21,deg C,Actual
Georgian Bay,8,Field Msr/Obs,Surface Water,2022-09-13,"Temperature, water",,21,deg C,Actual
Georgian Bay,8,Field Msr/Obs,Surface Water,2024-09-09,"Temperature, water",,18.5,deg C,Actual
Lake Ontario,1,Field Msr/Obs,Surface Water,2022-04-19,"Temperature, water",,4,deg C,Actual
Lake Ontario,1,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,76,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,7.5,deg C,Actual
Lake Ontario,76,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,10,deg C,Actual
Lake Ontario,80,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,4,deg C,Actual
Lake Ontario,80,Field Msr/Obs,Surface Water,2023-04-17,"Temperature, water",,4,deg C,Actual
Lake Superior,180,Field Msr/Obs,Surface Water,2024-09-18,"Temperature, water",,19,deg C,Actual
Lake Superior,180,Field Msr/Obs,Surface Water,2024-06-13,"Temperature, water",,4,deg C,Actual
Lake Huron,38,Field Msr/Obs,Surface Water,2022-06-07,"Temperature, water",,4,deg C,Actual
Lake Huron,38,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20.2,deg C,Actual
Lake Huron,38,Field Msr/Obs,Surface Water,2024-08-30,"Temperature, water",,20,deg C,Actual
Georgian Bay,5,Field Msr/Obs,Surface Water,2022-09-13,"Temperature, water",,21.5,deg C,Actual
Georgian Bay,5,Field Msr/Obs,Surface Water,2024-09-09,"Temperature, water",,19,deg C,Actual
Lake Ontario,69,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,4,deg C,Actual
Lake Ontario,69,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,4,deg C,Actual
Georgian Bay,19,Field Msr/Obs,Surface Water,2022-09-13,"Temperature, water",,19,deg C,Actual
Georgian Bay,19,Field Msr/Obs,Surface Water,2024-09-08,"Temperature, water",,19,deg C,Actual
Lake Ontario,88,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,88,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,3.8,deg C,Actual
Lake Superior,5,Field Msr/Obs,Surface Water,2024-06-08,"Temperature, water",,10,deg C,Actual
Lake Superior,5,Field Msr/Obs,Surface Water,2024-09-13,"Temperature, water",,19,deg C,Actual
Lake Erie,970,Field Msr/Obs,Surface Water,2022-08-19,"Temperature, water",,25.1,deg C,Actual
Lake Erie,970,Field Msr/Obs,Surface Water,2023-05-17,"Temperature, water",,12.8,deg C,Actual
Lake Erie,970,Field Msr/Obs,Surface Water,2024-08-14,"Temperature, water",,24,deg C,Actual
Lake Ontario,82,Field Msr/Obs,Surface Water,2023-04-17,"Temperature, water",,4,deg C,Actual
Georgian Bay,27,Field Msr/Obs,Surface Water,2022-06-05,"Temperature, water",,8,deg C,Actual
Georgian Bay,27,Field Msr/Obs,Surface Water,2022-09-14,"Temperature, water",,18.9,deg C,Actual
Georgian Bay,27,Field Msr/Obs,Surface Water,2024-09-07,"Temperature, water",,16,deg C,Actual
Lake Huron,79,Field Msr/Obs,Surface Water,2022-06-04,"Temperature, water",,10,deg C,Actual
Lake Huron,79,Field Msr/Obs,Surface Water,2022-09-15,"Temperature, water",,18.5,deg C,Actual
Lake Huron,79,Field Msr/Obs,Surface Water,2024-09-05,"Temperature, water",,16,deg C,Actual
Lake Ontario,96,Field Msr/Obs,Surface Water,2022-04-25,"Temperature, water",,6,deg C,Actual
Lake Ontario,96,Field Msr/Obs,Surface Water,2023-04-13,"Temperature, water",,5.5,deg C,Actual
Lake Erie,946,Field Msr/Obs,Surface Water,2022-08-17,"Temperature, water",,23.5,deg C,Actual
Lake Erie,946,Field Msr/Obs,Surface Water,2023-05-10,"Temperature, water",,10,deg C,Actual
Lake Erie,946,Field Msr/Obs,Surface Water,2024-08-13,"Temperature, water",,22.5,deg C,Actual
Lake Huron,33,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20.2,deg C,Actual
Lake Huron,33,Field Msr/Obs,Surface Water,2024-09-04,"Temperature, water",,19.5,deg C,Actual
Lake Superior,216,Field Msr/Obs,Surface Water,2024-09-18,"Temperature, water",,18.5,deg C,Actual
Lake Superior,216,Field Msr/Obs,Surface Water,2024-06-13,"Temperature, water",,7,deg C,Actual
Lake Erie,963,Field Msr/Obs,Surface Water,2022-08-19,"Temperature, water",,24,deg C,Actual
Lake Erie,963,Field Msr/Obs,Surface Water,2023-05-18,"Temperature, water",,12,deg C,Actual
Lake Erie,963,Field Msr/Obs,Surface Water,2024-08-15,"Temperature, water",,24,deg C,Actual
Lake Huron,34,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20,deg C,Actual
Lake Huron,34,Field Msr/Obs,Surface Water,2022-06-01,"Temperature, water",,10.4,deg C,Actual
Lake Huron,34,Field Msr/Obs,Surface Water,2024-09-04,"Temperature, water",,20,deg C,Actual
Lake Ontario,91,Field Msr/Obs,Surface Water,2022-04-21,"Temperature, water",,5,deg C,Actual
Lake Ontario,91,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,5.5,deg C,Actual
Lake Huron,66,Field Msr/Obs,Surface Water,2022-06-03,"Temperature, water",,5.2,deg C,Actual
Lake Huron,66,Field Msr/Obs,Surface Water,2022-09-16,"Temperature, water",,18.5,deg C,Actual
Lake Huron,66,Field Msr/Obs,Surface Water,2024-09-05,"Temperature, water",,18.5,deg C,Actual
Lake Ontario,10,Field Msr/Obs,Surface Water,2022-04-20,"Temperature, water",,4,deg C,Actual
Lake Ontario,10,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,70,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,70,Field Msr/Obs,Surface Water,2022-08-11,"Temperature, water",,24,deg C,Actual
Lake Ontario,70,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,5,deg C,Actual
Lake Ontario,23,Field Msr/Obs,Surface Water,2022-04-26,"Temperature, water",,4,deg C,Actual
Lake Ontario,23,Field Msr/Obs,Surface Water,2023-04-14,"Temperature, water",,4,deg C,Actual
Lake Ontario,64,Field Msr/Obs,Surface Water,2022-08-11,"Temperature, water",,24,deg C,Actual
Lake Ontario,64,Field Msr/Obs,Surface Water,2022-04-24,"Temperature, water",,4,deg C,Actual
Lake Ontario,64,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,3.5,deg C,Actual
Lake Superior,201,Field Msr/Obs,Surface Water,2024-09-18,"Temperature, water",,18.5,deg C,Actual
Lake Superior,201,Field Msr/Obs,Surface Water,2024-06-12,"Temperature, water",,4.5,deg C,Actual
Lake Erie,957,Field Msr/Obs,Surface Water,2022-08-18,"Temperature, water",,25,deg C,Actual
Lake Erie,957,Field Msr/Obs,Surface Water,2024-08-15,"Temperature, water",,24,deg C,Actual
Lake Huron,94,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,20.5,deg C,Actual
Lake Huron,94,Field Msr/Obs,Surface Water,2024-08-27,"Temperature, water",,22,deg C,Actual
Lake Huron,61,Field Msr/Obs,Surface Water,2022-09-16,"Temperature, water",,18,deg C,Actual
Lake Huron,61,Field Msr/Obs,Surface Water,2024-09-04,"Temperature, water",,18,deg C,Actual
Lake Superior,160,Field Msr/Obs,Surface Water,2024-06-11,"Temperature, water",,5,deg C,Actual
Lake Superior,160,Field Msr/Obs,Surface Water,2024-09-16,"Temperature, water",,18.5,deg C,Actual
Lake Superior,105,Field Msr/Obs,Surface Water,2024-06-15,"Temperature, water",,5,deg C,Actual
Lake Superior,105,Field Msr/Obs,Surface Water,2024-09-21,"Temperature, water",,17,deg C,Actual
Lake Huron,3,Field Msr/Obs,Surface Water,2022-05-31,"Temperature, water",,13,deg C,Actual
Lake Huron,3,Field Msr/Obs,Surface Water,2022-09-21,"Temperature, water",,21,deg C,Actual
Lake Huron,3,Field Msr/Obs,Surface Water,2024-08-28,"Temperature, water",,22,deg C,Actual
Georgian Bay,21,Field Msr/Obs,Surface Water,2022-09-14,"Temperature, water",,19.2,deg C,Actual
Georgian Bay,21,Field Msr/Obs,Surface Water,2022-06-06,"Temperature, water",,4.5,deg C,Actual
Georgian Bay,21,Field Msr/Obs,Surface Water,2024-09-09,"Temperature, water",,17.5,deg C,Actual
Lake Huron,88,Field Msr/Obs,Surface Water,2022-09-15,"Temperature, water",,20,deg C,Actual
Lake Huron,88,Field Msr/Obs,Surface Water,2024-09-06,"Temperature, water",,19.5,deg C,Actual
Lake Huron,39,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20,deg C,Actual
Lake Huron,39,Field Msr/Obs,Surface Water,2024-08-29,"Temperature, water",,20,deg C,Actual
Lake Ontario,79,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,4,deg C,Actual
Lake Ontario,79,Field Msr/Obs,Surface Water,2023-04-17,"Temperature, water",,4.5,deg C,Actual
Lake Huron,44,Field Msr/Obs,Surface Water,2022-09-18,"Temperature, water",,19.8,deg C,Actual
Lake Huron,44,Field Msr/Obs,Surface Water,2022-06-02,"Temperature, water",,3,deg C,Actual
Lake Huron,44,Field Msr/Obs,Surface Water,2024-08-29,"Temperature, water",,20,deg C,Actual
Lake Erie,933,Field Msr/Obs,Surface Water,2022-08-15,"Temperature, water",,23.5,deg C,Actual
Lake Erie,933,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,10,deg C,Actual
Lake Erie,933,Field Msr/Obs,Surface Water,2024-08-20,"Temperature, water",,22,deg C,Actual
Lake Superior,221,Field Msr/Obs,Surface Water,2024-05-10,"Temperature, water",,4.9,deg C,Actual
Lake Superior,221,Field Msr/Obs,Surface Water,2024-06-12,"Temperature, water",,11.5,deg C,Actual
Lake Superior,221,Field Msr/Obs,Surface Water,2024-09-18,"Temperature, water",,19.5,deg C,Actual
Lake Ontario,15,Field Msr/Obs,Surface Water,2022-04-25,"Temperature, water",,5,deg C,Actual
Lake Ontario,15,Field Msr/Obs,Surface Water,2023-04-13,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,2,Field Msr/Obs,Surface Water,2022-04-19,"Temperature, water",,3.6,deg C,Actual
Lake Ontario,2,Field Msr/Obs,Surface Water,2023-04-13,"Temperature, water",,4,deg C,Actual
Lake Erie,939,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,24,deg C,Actual
Lake Erie,939,Field Msr/Obs,Surface Water,2023-05-19,"Temperature, water",,8.7,deg C,Actual
Lake Erie,939,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,21.5,deg C,Actual
Lake Superior,177,Field Msr/Obs,Surface Water,2024-09-19,"Temperature, water",,18.5,deg C,Actual
Lake Superior,177,Field Msr/Obs,Surface Water,2024-06-13,"Temperature, water",,4.5,deg C,Actual
Lake Superior,23,Field Msr/Obs,Surface Water,2024-06-09,"Temperature, water",,4.5,deg C,Actual
Lake Superior,23,Field Msr/Obs,Surface Water,2024-09-13,"Temperature, water",,14.5,deg C,Actual
Lake Superior,57,Field Msr/Obs,Surface Water,2024-06-10,"Temperature, water",,4.5,deg C,Actual
Lake Superior,57,Field Msr/Obs,Surface Water,2024-09-14,"Temperature, water",,16.5,deg C,Actual
Lake Huron,63,Field Msr/Obs,Surface Water,2022-09-16,"Temperature, water",,18.5,deg C,Actual
Lake Huron,63,Field Msr/Obs,Surface Water,2022-06-03,"Temperature, water",,11,deg C,Actual
Lake Huron,63,Field Msr/Obs,Surface Water,2024-09-05,"Temperature, water",,18.5,deg C,Actual
Lake Ontario,39,Field Msr/Obs,Surface Water,2022-04-24,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,39,Field Msr/Obs,Surface Water,2023-04-15,"Temperature, water",,4.3,deg C,Actual
Lake Ontario,56,Field Msr/Obs,Surface Water,2022-04-24,"Temperature, water",,3.2,deg C,Actual
Lake Ontario,56,Field Msr/Obs,Surface Water,2023-04-15,"Temperature, water",,4,deg C,Actual
Lake Ontario,49,Field Msr/Obs,Surface Water,2023-04-17,"Temperature, water",,3,deg C,Actual
Lake Ontario,13,Field Msr/Obs,Surface Water,2022-04-25,"Temperature, water",,5,deg C,Actual
Lake Superior,11,Field Msr/Obs,Surface Water,2024-06-18,"Temperature, water",,10,deg C,Actual
Lake Superior,11,Field Msr/Obs,Surface Water,2024-09-23,"Temperature, water",,18,deg C,Actual
Lake Ontario,28,Field Msr/Obs,Surface Water,2022-04-20,"Temperature, water",,4,deg C,Actual
Lake Huron,62,Field Msr/Obs,Surface Water,2022-06-02,"Temperature, water",,7.5,deg C,Actual
Lake Huron,62,Field Msr/Obs,Surface Water,2022-09-16,"Temperature, water",,18.2,deg C,Actual
Lake Huron,62,Field Msr/Obs,Surface Water,2024-09-05,"Temperature, water",,18.5,deg C,Actual
Lake Ontario,98,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,5.5,deg C,Actual
Lake Ontario,98,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,6.5,deg C,Actual
Lake Ontario,41,Field Msr/Obs,Surface Water,2022-08-12,"Temperature, water",,23,deg C,Actual
Lake Ontario,41,Field Msr/Obs,Surface Water,2022-04-21,"Temperature, water",,2.75,deg C,Actual
Lake Ontario,41,Field Msr/Obs,Surface Water,2023-04-14,"Temperature, water",,3,deg C,Actual
Lake Erie,936,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,24,deg C,Actual
Lake Erie,936,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,8.5,deg C,Actual
Lake Erie,936,Field Msr/Obs,Surface Water,2024-08-19,"Temperature, water",,23,deg C,Actual
Lake Ontario,97,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,8,deg C,Actual
Lake Ontario,97,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,10,deg C,Actual
Lake Erie,942,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,24.5,deg C,Actual
Lake Erie,942,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,10,deg C,Actual
Lake Erie,942,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,22,deg C,Actual
Lake Huron,32,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,19.8,deg C,Actual
Lake Huron,32,Field Msr/Obs,Surface Water,2022-06-07,"Temperature, water",,5,deg C,Actual
Lake Huron,32,Field Msr/Obs,Surface Water,2024-08-30,"Temperature, water",,20.5,deg C,Actual
Lake Ontario,26,Field Msr/Obs,Surface Water,2022-04-20,"Temperature, water",,3.1,deg C,Actual
Lake Ontario,26,Field Msr/Obs,Surface Water,2022-08-12,"Temperature, water",,19.5,deg C,Actual
Lake Huron,101,Field Msr/Obs,Surface Water,2022-09-20,"Temperature, water",,21.5,deg C,Actual
Lake Huron,101,Field Msr/Obs,Surface Water,2022-06-01,"Temperature, water",,18.5,deg C,Actual
Lake Huron,101,Field Msr/Obs,Surface Water,2024-08-27,"Temperature, water",,23,deg C,Actual
Lake Ontario,40,Field Msr/Obs,Surface Water,2022-08-11,"Temperature, water",,23,deg C,Actual
Lake Ontario,40,Field Msr/Obs,Surface Water,2022-04-25,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,40,Field Msr/Obs,Surface Water,2023-04-15,"Temperature, water",,3.7,deg C,Actual
Lake Ontario,93,Field Msr/Obs,Surface Water,2022-04-26,"Temperature, water",,6.5,deg C,Actual
Lake Ontario,93,Field Msr/Obs,Surface Water,2023-04-14,"Temperature, water",,7.5,deg C,Actual
Lake Erie,943,Field Msr/Obs,Surface Water,2022-08-17,"Temperature, water",,23.8,deg C,Actual
Lake Erie,943,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,10.5,deg C,Actual
Lake Erie,943,Field Msr/Obs,Surface Water,2024-08-22,"Temperature, water",,21,deg C,Actual
Lake Ontario,20,Field Msr/Obs,Surface Water,2022-04-26,"Temperature, water",,4.5,deg C,Actual
Lake Ontario,20,Field Msr/Obs,Surface Water,2023-04-14,"Temperature, water",,4,deg C,Actual
Lake Ontario,77,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,77,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,7,deg C,Actual
Lake Ontario,36,Field Msr/Obs,Surface Water,2022-04-26,"Temperature, water",,3,deg C,Actual
Lake Ontario,36,Field Msr/Obs,Surface Water,2023-04-14,"Temperature, water",,3.8,deg C,Actual
Lake Erie,967,Field Msr/Obs,Surface Water,2022-08-19,"Temperature, water",,24.6,deg C,Actual
Lake Erie,967,Field Msr/Obs,Surface Water,2023-05-17,"Temperature, water",,12.5,deg C,Actual
Lake Erie,967,Field Msr/Obs,Surface Water,2024-04-17,"Temperature, water",,8.41,deg C,Actual
Lake Erie,967,Field Msr/Obs,Surface Water,2024-08-15,"Temperature, water",,25,deg C,Actual
Lake Erie,934,Field Msr/Obs,Surface Water,2022-08-16,"Temperature, water",,24,deg C,Actual
Lake Erie,934,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,9,deg C,Actual
Lake Erie,934,Field Msr/Obs,Surface Water,2024-08-20,"Temperature, water",,22.5,deg C,Actual
Lake Ontario,14,Field Msr/Obs,Surface Water,2022-04-19,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,72,Field Msr/Obs,Surface Water,2022-04-23,"Temperature, water",,3.5,deg C,Actual
Lake Ontario,72,Field Msr/Obs,Surface Water,2023-04-16,"Temperature, water",,5,deg C,Actual
Lake Erie,1236,Field Msr/Obs,Surface Water,2022-08-15,"Temperature, water",,24,deg C,Actual
Lake Erie,1236,Field Msr/Obs,Surface Water,2023-05-09,"Temperature, water",,9.5,deg C,Actual
Lake Erie,1236,Field Msr/Obs,Surface Water,2024-08-20,"Temperature, water",,22.2,deg C,Actual
Lake Superior,149,Field Msr/Obs,Surface Water,2024-09-19,"Temperature, water",,18,deg C,Actual
Lake Superior,149,Field Msr/Obs,Surface Water,2024-06-14,"Temperature, water",,3.6,deg C,Actual
Georgian Bay,3,Field Msr/Obs,Surface Water,2022-09-13,"Temperature, water",,20.8,deg C,Actual
Georgian Bay,3,Field Msr/Obs,Surface Water,2024-09-09,"Temperature, water",,18.5,deg C,Actual
Lake Ontario,85,Field Msr/Obs,Surface Water,2022-04-20,"Temperature, water",,4,deg C,Actual
Lake Ontario,85,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,4.5,deg C,Actual
Lake Huron,54,Field Msr/Obs,Surface Water,2022-09-17,"Temperature, water",,18,deg C,Actual
Lake Huron,54,Field Msr/Obs,Surface Water,2022-06-02,"Temperature, water",,3,deg C,Actual
Lake Huron,54,Field Msr/Obs,Surface Water,2024-09-04,"Temperature, water",,19,deg C,Actual
Lake Ontario,5,Field Msr/Obs,Surface Water,2022-04-19,"Temperature, water",,4.8,deg C,Actual
Lake Ontario,5,Field Msr/Obs,Surface Water,2023-04-18,"Temperature, water",,5,deg C,Actual
Lake Huron,30,Field Msr/Obs,Surface Water,2022-09-19,"Temperature, water",,20.5,deg C,Actual
Lake Huron,30,Field Msr/Obs,Surface Water,2024-08-29,"Temperature, water",,21,deg C,Actual
Lake Huron,55,Field Msr/Obs,Surface Water,2022-09-17,"Temperature, water",,18.7,deg C,Actual
Lake Huron,55,Field Msr/Obs,Surface Water,2024-09-04,"Temperature, water",,18.5,deg C,Actual
